,K,O,S,IC,OC,iprec,wprec,cycle
2111,3,16,1,128,256,2,6,38892
2112,3,16,1,128,256,2,7,39084
2113,3,16,1,128,256,2,8,56513
2114,3,16,1,128,256,3,2,28791
2115,3,16,1,128,256,3,3,38412
2116,3,16,1,128,256,3,4,38604
2117,3,16,1,128,256,3,5,74678
2118,3,16,1,128,256,3,6,74774
2119,3,16,1,128,256,3,7,74870
2120,3,16,1,128,256,3,8,74966
2121,3,16,1,128,256,4,2,29057
2122,3,16,1,128,256,4,3,38657
2123,3,16,1,128,256,4,4,38849
2124,3,16,1,128,256,4,5,74721
2125,3,16,1,128,256,4,6,74817
2126,3,16,1,128,256,4,7,75276
2127,3,16,1,128,256,4,8,75180
2128,3,16,1,128,256,5,2,38412
2129,3,16,1,128,256,5,3,74886
2130,3,16,1,128,256,5,4,75036
2131,3,16,1,128,256,5,5,148145
2132,3,16,1,128,256,5,6,148193
2133,3,16,1,128,256,5,7,148241
2134,3,16,1,128,256,5,8,148289
2135,3,16,1,128,256,6,2,38332
2136,3,16,1,128,256,6,3,74934
2137,3,16,1,128,256,6,4,75084
2138,3,16,1,128,256,6,5,148166
2139,3,16,1,128,256,6,6,148214
2140,3,16,1,128,256,6,7,148262
2141,3,16,1,128,256,6,8,148310
2142,3,16,1,128,256,7,2,38398
2143,3,16,1,128,256,7,3,74982
2144,3,16,1,128,256,7,4,75132
2145,3,16,1,128,256,7,5,148187
2146,3,16,1,128,256,7,6,148235
2147,3,16,1,128,256,7,7,148283
2148,3,16,1,128,256,7,8,148331
2149,3,16,1,128,256,8,2,38166
2150,3,16,1,128,256,8,3,75030
2151,3,16,1,128,256,8,4,75180
2152,3,16,1,128,256,8,5,148209
2153,3,16,1,128,256,8,6,148257
2154,3,16,1,128,256,8,7,148305
2155,3,16,1,128,256,8,8,148353
2156,3,16,1,256,256,2,2,35201
2157,3,16,1,256,256,2,3,39596
2158,3,16,1,256,256,2,4,57047
2159,3,16,1,256,256,2,5,75564
2160,3,16,1,256,256,2,6,75756
2161,3,16,1,256,256,2,7,76289
2162,3,16,1,256,256,2,8,113025
2163,3,16,1,256,256,3,2,40791
2164,3,16,1,256,256,3,3,75276
2165,3,16,1,256,256,3,4,75196
2166,3,16,1,256,256,3,5,148406
2167,3,16,1,256,256,3,6,148502
2168,3,16,1,256,256,3,7,148598
2169,3,16,1,256,256,3,8,148694
2170,3,16,1,256,256,4,2,45057
2171,3,16,1,256,256,4,3,75521
2172,3,16,1,256,256,4,4,75329
2173,3,16,1,256,256,4,5,148449
2174,3,16,1,256,256,4,6,148524
2175,3,16,1,256,256,4,7,148572
2176,3,16,1,256,256,4,8,148620
2177,3,16,1,256,256,5,2,75276
2178,3,16,1,256,256,5,3,148534
2179,3,16,1,256,256,5,4,148452
2180,3,16,1,256,256,5,5,295427
2181,3,16,1,256,256,5,6,295451
2182,3,16,1,256,256,5,7,295475
2183,3,16,1,256,256,5,8,295499
2184,3,16,1,256,256,6,2,75196
2185,3,16,1,256,256,6,3,148556
2186,3,16,1,256,256,6,4,148432
2187,3,16,1,256,256,6,5,295438
2188,3,16,1,256,256,6,6,295462
2189,3,16,1,256,256,6,7,295486
2190,3,16,1,256,256,6,8,295510
2191,3,16,1,256,256,7,2,75262
2192,3,16,1,256,256,7,3,148577
2193,3,16,1,256,256,7,4,148448
2194,3,16,1,256,256,7,5,295449
2195,3,16,1,256,256,7,6,295473
2196,3,16,1,256,256,7,7,295497
2197,3,16,1,256,256,7,8,295521
2198,3,16,1,256,256,8,2,75030
2199,3,16,1,256,256,8,3,148598
2200,3,16,1,256,256,8,4,148465
2201,3,16,1,256,256,8,5,295459
2202,3,16,1,256,256,8,6,295483
2203,3,16,1,256,256,8,7,295507
2204,3,16,1,256,256,8,8,295809
2205,3,13,1,384,256,2,2,44204
2206,3,13,1,384,256,2,3,76545
2207,3,13,1,384,256,2,4,85569
2208,3,13,1,384,256,2,5,98305
2209,3,13,1,384,256,2,6,102913
2210,3,13,1,384,256,2,7,107521
2211,3,13,1,384,256,2,8,140353
2212,3,13,1,384,256,3,2,57732
2213,3,13,1,384,256,3,3,86646
2214,3,13,1,384,256,3,4,106242
2215,3,13,1,384,256,3,5,147350
2216,3,13,1,384,256,3,6,147542
2217,3,13,1,384,256,3,7,148530
2218,3,13,1,384,256,3,8,174850
2219,3,13,1,384,256,4,2,57398
2220,3,13,1,384,256,4,3,89089
2221,3,13,1,384,256,4,4,112577
2222,3,13,1,384,256,4,5,158241
2223,3,13,1,384,256,4,6,162849
2224,3,13,1,384,256,4,7,167457
2225,3,13,1,384,256,4,8,187393
2226,3,13,1,384,256,5,2,88662
2227,3,13,1,384,256,5,3,147836
2228,3,13,1,384,256,5,4,165801
2229,3,13,1,384,256,5,5,292847
2230,3,13,1,384,256,5,6,292943
2231,3,13,1,384,256,5,7,293039
2232,3,13,1,384,256,5,8,293135
2233,3,13,1,384,256,6,2,97025
2234,3,13,1,384,256,6,3,147914
2235,3,13,1,384,256,6,4,170860
2236,3,13,1,384,256,6,5,292886
2237,3,13,1,384,256,6,6,292982
2238,3,13,1,384,256,6,7,293078
2239,3,13,1,384,256,6,8,293174
2240,3,13,1,384,256,7,2,103297
2241,3,13,1,384,256,7,3,147992
2242,3,13,1,384,256,7,4,170934
2243,3,13,1,384,256,7,5,292925
2244,3,13,1,384,256,7,6,293021
2245,3,13,1,384,256,7,7,293117
2246,3,13,1,384,256,7,8,293746
2247,3,13,1,384,256,8,2,109569
2248,3,13,1,384,256,8,3,149026
2249,3,13,1,384,256,8,4,171009
2250,3,13,1,384,256,8,5,293441
2251,3,13,1,384,256,8,6,293774
2252,3,13,1,384,256,8,7,293966
2253,3,13,1,384,256,8,8,307265
2254,3,13,1,256,256,2,2,35201
2255,3,13,1,256,256,2,3,39596
2256,3,13,1,256,256,2,4,57047
2257,3,13,1,256,256,2,5,65537
2258,3,13,1,256,256,2,6,68609
2259,3,13,1,256,256,2,7,71681
2260,3,13,1,256,256,2,8,93569
2261,3,13,1,256,256,3,2,40791
2262,3,13,1,256,256,3,3,58348
2263,3,13,1,256,256,3,4,70828
2264,3,13,1,256,256,3,5,98678
2265,3,13,1,256,256,3,6,98870
2266,3,13,1,256,256,3,7,99062
2267,3,13,1,256,256,3,8,116567
2268,3,13,1,256,256,4,2,45057
2269,3,13,1,256,256,4,3,59393
2270,3,13,1,256,256,4,4,75329
2271,3,13,1,256,256,4,5,105494
2272,3,13,1,256,256,4,6,108566
2273,3,13,1,256,256,4,7,111638
2274,3,13,1,256,256,4,8,124929
2275,3,13,1,256,256,5,2,60502
2276,3,13,1,256,256,5,3,99164
2277,3,13,1,256,256,5,4,110534
2278,3,13,1,256,256,5,5,195503
2279,3,13,1,256,256,5,6,195599
2280,3,13,1,256,256,5,7,195695
2281,3,13,1,256,256,5,8,195791
2282,3,13,1,256,256,6,2,64684
2283,3,13,1,256,256,6,3,99242
2284,3,13,1,256,256,6,4,114412
2285,3,13,1,256,256,6,5,195542
2286,3,13,1,256,256,6,6,195638
2287,3,13,1,256,256,6,7,195734
2288,3,13,1,256,256,6,8,195830
2289,3,13,1,256,256,7,2,68865
2290,3,13,1,256,256,7,3,99320
2291,3,13,1,256,256,7,4,114486
2292,3,13,1,256,256,7,5,195581
2293,3,13,1,256,256,7,6,195677
2294,3,13,1,256,256,7,7,195773
2295,3,13,1,256,256,7,8,195869
2296,3,13,1,256,256,8,2,73046
2297,3,13,1,256,256,8,3,99364
2298,3,13,1,256,256,8,4,114561
2299,3,13,1,256,256,8,5,195628
2300,3,13,1,256,256,8,6,196430
2301,3,13,1,256,256,8,7,196622
2302,3,13,1,256,256,8,8,204844
